condition_names,res_keep,Var3,Var4
Ethyl caffeate,0.296858388451997,0.291048906580127,0.293953647516062
1beta-hydroxyalantolactone,0.201781951558463,0.242163354428003,0.221972652993233
6-gingerol,0.235996519686889,0.27094135070972,0.253468935198304
Aconitine,0.221370556032355,0.212684330383303,0.217027443207829
Acteoside,0.228753035061645,0.284662528503666,0.256707781782656
Ainsliadimer A,0.0836639838644537,0.105634537079611,0.0946492604720326
Alantolactone,0.062999003760317,0.0908056617494205,0.0769023327548687
Andrographolide,0.0537612102968678,0.0604470773220599,0.0571041438094639
Anhydroicaritin,0.0554132833786277,0.0747800910903763,0.065096687234502
Arenobufagin,0.0735152525848944,0.111448531534466,0.09248189205968
Artemisinin,0.0826934080671425,0.104489188593452,0.0935912983302972
Astragaloside IV,0.0556493843503219,0.0661389233253534,0.0608941538378376
Bacopaside I,0.245287133235181,0.298930650645425,0.272108891940303
Benzoylaconitine,0.248597098282847,0.26478676466101,0.256691931471929
Benzoylhypaconitine,0.075841815128617,0.0970853774815768,0.0864635963050969
Benzyl benzoate,0.0909088770364709,0.117460281775509,0.10418457940599
Berberine hydrochloride,0.0782564778651104,0.10342396025875,0.09084021906193
Bilobalide,0.211805998705165,0.258505150097333,0.235155574401249
Borneol,0.114172411527816,0.142724729056398,0.128448570292107
Britanin,0.128799773009122,0.163417069836224,0.146108421422673
Bruceine D,0.241200179995102,0.250224812611691,0.245712496303397
Bufalin,0.0902913070128658,0.118396164254077,0.104343735633471
Bufotaline,0.0811225274423889,0.102580521688337,0.0918515245653631
Chelerythrine,0.228004973240079,0.283245563847639,0.255625268543859
Chenodeoxycholic acid,0.0908222262443034,0.119029095406223,0.104925660825263
Chlorogenic acid,0.242916362297363,0.2666249748763,0.254770668586831
Cholic acid,0.238403352961004,0.245448551211506,0.241925952086255
Cinnamaldehyde,0.181309008263862,0.237661276349659,0.209485142306761
Cinnamic acid,0.202030241478579,0.223313489818558,0.212671865648568
Cinobufogenin,0.0764577842727019,0.106680852145663,0.0915693182091825
Cinobufotalin,0.148706102125208,0.185169201549806,0.166937651837507
Curculigoside,0.245046037383911,0.250989474502886,0.248017755943398
DMSO,0.209700619887477,0.230067993391187,0.219884306639332
Daidzin,0.291659988154954,0.278024748630381,0.284842368392668
Deoxycholic acid,0.121637466430387,0.148858525615445,0.135247996022916
Dioscin,0.225449263811095,0.254056173256754,0.239752718533924
Emodin,0.0509070410782664,0.0749862958042608,0.0629466684412636
Ephedrine hydrochloride,0.243173777593685,0.260065055136485,0.251619416365085
Ferulic acid,0.333560734195028,0.331984089037914,0.332772411616471
Four mixture,0.181792999685711,0.223773635504643,0.202783317595177
Gallic acid,0.238953168660091,0.276722556711935,0.257837862686013
Gamabufatalin,0.0785390127718307,0.116152524899659,0.097345768835745
Gastrodin,0.0519585864030557,0.0683555999504846,0.0601570931767701
Geniposide,0.0564845198142141,0.0783382441011441,0.0674113819576791
Gentiopicroside,0.0554957462376106,0.0782923158744615,0.066894031056036
Ginkgolide B,0.155489698090755,0.186979850529318,0.171234774310037
Ginsenoside Rb1,0.28800264117496,0.266156745837107,0.277079693506033
Ginsenoside Rb2,0.132537130395956,0.160245596438961,0.146391363417459
Ginsenoside Rb3,0.217876403705004,0.225784296700256,0.22183035020263
Ginsenoside Rc,0.0604535457580991,0.0662016230011731,0.0633275843796361
Ginsenoside Rd,0.173322052584177,0.195987606150272,0.184654829367224
Ginsenoside Re,0.187940365672837,0.217144429600564,0.2025423976367
Ginsenoside Rg1,0.0691719341167654,0.0838453231719128,0.0765086286443391
Glycyrrhizic acid,0.24541323806626,0.293917707854873,0.269665472960566
Hesperidin,0.0752449512517936,0.0869290626086697,0.0810870069302316
Honokiol,0.0931320174223526,0.123654523813219,0.108393270617786
Hydroxysafflor yellow A,0.295143091259343,0.313771635795479,0.304457363527411
Hyodeoxycholic acid,0.129652636095258,0.154803196828909,0.142227916462083
Hypaconitine,0.320826934108451,0.297264747144223,0.309045840626337
Hyperoside,0.176660992583323,0.198343076217194,0.187502034400259
Imperatorin,0.0612825245673873,0.0837775939503165,0.0725300592588519
Isoalantolactone,0.0781836198410361,0.106547158722152,0.0923653892815943
Isoborneol,0.0873483001491047,0.115759258980426,0.101553779564765
Japonicone A,0.19041803764565,0.232439152221285,0.211428594933468
L-scopolamine,0.0606833443230995,0.0850408665582333,0.0728621054406664
Liquiritin,0.158893185527993,0.208485299487392,0.183689242507693
Lobetyolin,0.193815608884887,0.207524206262286,0.200669907573587
Macrozamin,0.250529681901036,0.315284693144803,0.282907187522919
Magnolol,0.0581569325473351,0.0763530276436565,0.0672549800954958
Matrine,0.0709468639502068,0.0952794272859244,0.0831131456180656
Muscone,0.19924010360381,0.248167601140703,0.223703852372257
Narciclasine,0.242224194668297,0.229929739768189,0.236076967218243
Nitidine chloride,0.0820906808308668,0.0957539680463328,0.0889223244385998
Notoginsenoside R1,0.272174696909435,0.27248941258698,0.272332054748207
Oleanic acid,0.0630139710828319,0.0813783818726125,0.0721961764777222
Oridonin,0.22584471636916,0.255521269807118,0.240682993088139
Osthole,0.257305868401015,0.267239354857581,0.262272611629298
Oxymatrine,0.183494800869887,0.212484701570129,0.197989751220008
Paeoniflorin,0.283103889181483,0.264041072893195,0.273572481037339
Phillyrin,0.266718698747863,0.265156017057482,0.265937357902673
Protocatechuic aldehyde,0.0658311548929006,0.0747818087903333,0.070306481841617
Puerarin,0.0520399313738148,0.0608936309674977,0.0564667811706562
Resibufogenin,0.07988550038241,0.1082285926753,0.0940570465288549
Resveratrol,0.238660352154061,0.264507929755643,0.251584140954852
Saikosaponin A,0.224016124504846,0.259697922251934,0.24185702337839
Saikosaponin D,0.196242052678138,0.232501032605567,0.214371542641853
Salidroside,0.313279407972502,0.303488733375652,0.308384070674077
Salvianic acid A sodium,0.305631638657261,0.298476927250987,0.302054282954124
Salvianolic acid B,0.286290225780269,0.298332666658737,0.292311446219503
Sanguinarine,0.064915000455394,0.0867522377623844,0.0758336191088892
Santonin,0.203192169593745,0.217308438600656,0.210250304097201
Schisantherin A,0.065861583206011,0.0786331063374782,0.0722473447717446
Schizandrin,0.315073112157497,0.302823882503801,0.308948497330649
Scutellarein,0.0637986719595433,0.089833608011109,0.0768161399853261
Sennoside A,0.201851806726957,0.25806009319743,0.229955949962194
Silybin,0.241609862383783,0.241021661334074,0.241315761858928
Stachydrine hydrochloride,0.095420785656817,0.0991389007784185,0.0972798432176177
Strychnine,0.27192403966257,0.291095862324468,0.281509950993519
Tanshinone IIA,0.0480793503394649,0.0531125353284982,0.0505959428339816
Telocinobufagin,0.0974022418430661,0.128572119187268,0.112987180515167
Tetrahydropalmatine,0.0696670039636478,0.0759433549589274,0.0728051794612876
Ursodeoxycholic acid,0.203735108393225,0.217173966041419,0.210454537217322
β-ecdysterone,0.255492526000034,0.26155178177579,0.258522153887912
